id,longitude,latitude,time,mean_2m_air_temperature,minimum_2m_air_temperature,maximum_2m_air_temperature,dewpoint_2m_temperature,total_precipitation,surface_pressure,mean_sea_level_pressure,u_component_of_wind_10m,v_component_of_wind_10m,site_id
198103,3.7538484682437105,43.78621807614775,1981-03-01,282.3859558105469,271.57470703125,295.09344482421875,278.10382080078125,0.1589673012495041,95664.0,101404.6640625,0.9148520827293396,-0.5999003052711487,319
198104,3.7538484682437105,43.78621807614775,1981-04-01,284.4322509765625,273.08697509765625,294.42364501953125,278.7837829589844,0.050575073808431625,95799.46875,101500.15625,0.17183779180049896,-0.6107914447784424,319
198105,3.7538484682437105,43.78621807614775,1981-05-01,285.93524169921875,278.02435302734375,296.73724365234375,281.3671875,0.17912068963050842,95683.25,101366.390625,0.8438467979431152,-0.24175405502319336,319
198106,3.7538484682437105,43.78621807614775,1981-06-01,291.28631591796875,281.3902282714844,305.77099609375,284.0350341796875,0.13479496538639069,96063.9140625,101689.3984375,0.6440398097038269,-1.2840625047683716,319
198107,3.7538484682437105,43.78621807614775,1981-07-01,292.38372802734375,282.1277770996094,302.3814697265625,285.5116271972656,0.051649294793605804,96167.453125,101787.6484375,1.3939933776855469,-1.5955727100372314,319
198108,3.7538484682437105,43.78621807614775,1981-08-01,293.7676086425781,282.4653015136719,306.45458984375,285.5593566894531,0.025730397552251816,96128.09375,101720.03125,0.4920681416988373,-1.0423204898834229,319
198109,3.7538484682437105,43.78621807614775,1981-09-01,290.46539306640625,279.386962890625,300.5664367675781,285.2326965332031,0.18134771287441254,96011.953125,101636.2421875,0.42179712653160095,-0.4973048269748688,319
198110,3.7538484682437105,43.78621807614775,1981-10-01,285.2201232910156,274.7696533203125,294.5731201171875,281.0566101074219,0.08074624836444855,95945.71875,101641.4296875,1.5347561836242676,-0.910485565662384,319
198111,3.7538484682437105,43.78621807614775,1981-11-01,280.32855224609375,269.3213806152344,294.10919189453125,275.3041687011719,0.005479504354298115,96729.21875,102535.0703125,1.2973618507385254,-1.3019689321517944,319
198112,3.7538484682437105,43.78621807614775,1981-12-01,278.06195068359375,270.0726623535156,286.14068603515625,274.4002685546875,0.22791767120361328,94855.8671875,100631.203125,1.812929391860962,-1.1693313121795654,319
198201,3.7538484682437105,43.78621807614775,1982-01-01,279.7078857421875,271.691162109375,287.44049072265625,276.4168395996094,0.11714375019073486,96138.75,101950.3671875,1.0236537456512451,-1.3967318534851074,319
198202,3.7538484682437105,43.78621807614775,1982-02-01,278.56683349609375,269.7251281738281,288.83343505859375,275.75164794921875,0.1361495703458786,96128.5,101956.6328125,-0.012424265034496784,-0.4878770709037781,319
198203,3.7538484682437105,43.78621807614775,1982-03-01,279.5135192871094,270.08514404296875,289.8233947753906,273.29119873046875,0.045400504022836685,96114.2890625,101936.6484375,1.2166552543640137,-1.2984119653701782,319
198204,3.7538484682437105,43.78621807614775,1982-04-01,283.7027282714844,273.6928405761719,295.33251953125,275.1685485839844,0.06435076892375946,95783.921875,101496.2890625,0.4503520429134369,-1.6467339992523193,319
198205,3.7538484682437105,43.78621807614775,1982-05-01,287.33013916015625,276.0906066894531,297.9226379394531,279.63372802734375,0.041994284838438034,96254.8828125,101938.1328125,0.5086737871170044,-0.4511473476886749,319
198206,3.7538484682437105,43.78621807614775,1982-06-01,292.0833740234375,283.4701232910156,301.1051025390625,285.9488830566406,0.064374640583992,96020.8671875,101632.3671875,0.8904538750648499,-0.749613881111145,319
198207,3.7538484682437105,43.78621807614775,1982-07-01,295.5614318847656,286.113037109375,311.8692932128906,288.2615966796875,0.17318686842918396,96024.25,101596.390625,0.4634765684604645,-0.613781213760376,319
198208,3.7538484682437105,43.78621807614775,1982-08-01,292.37603759765625,281.8717346191406,301.978759765625,286.451416015625,0.05910291150212288,96055.8359375,101662.171875,1.1708104610443115,-1.220386266708374,319
198209,3.7538484682437105,43.78621807614775,1982-09-01,290.58905029296875,280.2814025878906,299.870361328125,286.1419372558594,0.17287738621234894,96212.734375,101843.7890625,0.22576270997524261,-0.6582956314086914,319
198210,3.7538484682437105,43.78621807614775,1982-10-01,284.8094482421875,276.8115539550781,294.3236999511719,281.3190002441406,0.23175102472305298,95794.5078125,101477.1484375,1.3351925611495972,-0.9221825003623962,319
